course_id,season_code,section,title,description,requirements,locations_summary,times_summary,times_by_day,skills,areas,credits,syllabus_url,course_home_url,regnotes,extra_info,rp_attr,classnotes,final_exam,fysem,sysem,colsem,average_gut_rating,average_professor_rating,average_rating,average_rating_n,average_workload,average_workload_n,average_rating_same_professors,average_rating_same_professors_n,average_workload_same_professors,average_workload_same_professors_n,last_offered_course_id,same_course_id,same_course_and_profs_id,last_enrollment_course_id,last_enrollment,last_enrollment_season_code,last_enrollment_same_professors
1081,202401,1,Fantasy as Genre,"A brief tour of fantasy as a novelistic genre, in company with a rigorous study of the concept of ‘genre’ itself. Authors may include J.R.R. Tolkien, Ursula Le Guin, Naomi Mitchison, William Morris, Hope Mirrlees, Robert E. Howard, George R.R. Martin, and Patricia A. McKillip. A warning: this is a course about fantasy, but it is also very much a course about genre, so please don’t sign up unless you are really committed to undertaking a rigorous literary-critical investigation of that concept. The problems of genre are many and vexing, and we grapple with them in a serious manner by asking questions such as: what are genres? What kinds of factors lead to new genres arising, and old ones transforming or dying away? When genres change, are these changes primarily due to factors internal to the genre itself, such as the presence of unexplored possibilities inherent in its existing formal structures, or are they primarily due to external factors such as economic, political, and/or cultural upheavals in the society at large? What are ‘genre systems,’ and what conditions lead to changes in them? And so on. My point: by all means come for the dragons, but please be prepared to stay for the genre. Welcoming professor, significant reading load.",,LC 213 - Linsly-Chittenden Hall 213,TTh 11:35am-12:50pm,"{""Tuesday"":[[""11:35"",""12:50"",""LC 213 - Linsly-Chittenden Hall 213"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]],""Thursday"":[[""11:35"",""12:50"",""LC 213 - Linsly-Chittenden Hall 213"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}","[""WR""]","[""Hu""]",1.0,https://yale.instructure.com/courses/93742/assignments/syllabus,,,ACTIVE,,,No regular final examination,False,False,False,1.0,4.476190476190476,4.285714285714286,1,3.2857142857142856,1,4.285714285714286,1,3.2857142857142856,1,,577,659,,,,
1082,202401,1,The Craft of Fiction,"Fundamentals of the craft of fiction writing explored through readings from classic and contemporary short stories and novels. Focus on how each author has used the fundamentals of craft. Writing exercises emphasize elements such as voice, structure, point of view, character, and tone. Formerly ENGL 134.",,LC 105 - Linsly-Chittenden Hall 105,MW 2:30pm-3:45pm,"{""Monday"":[[""14:30"",""15:45"",""LC 105 - Linsly-Chittenden Hall 105"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]],""Wednesday"":[[""14:30"",""15:45"",""LC 105 - Linsly-Chittenden Hall 105"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],"[""Hu""]",1.0,https://yale.instructure.com/courses/93749/assignments/syllabus,,,ACTIVE,,An Introductory Level course in the Creative Writing Concentration. This course is open to Yale College undergraduate students only.,No regular final examination,False,False,False,2.125,4.9375,4.875,1,2.75,1,4.875,1,2.75,1,,578,660,,,,
1083,202401,1,The Craft of Poetry,"An introduction to reading and writing poetry. Classic examples from Shakespeare and Milton, the modernist poetics of Stein, Pound, Moore, and Stevens, and recent work in a variety of forms and traditions. Students develop a portfolio of poems and write an essay on the poetic craft of poets who have influenced their work. Formerly ENGL 135.",,LC 105 - Linsly-Chittenden Hall 105,MW 1pm-2:15pm,"{""Monday"":[[""13:00"",""14:15"",""LC 105 - Linsly-Chittenden Hall 105"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]],""Wednesday"":[[""13:00"",""14:15"",""LC 105 - Linsly-Chittenden Hall 105"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],"[""Hu""]",1.0,https://yale.instructure.com/courses/93754/assignments/syllabus,,,ACTIVE,,An Introductory Level course in the Creative Writing Concentration. This course is open to Yale College undergraduate students only.,No regular final examination,False,False,False,1.8888888888888893,4.444444444444445,4.444444444444445,1,2.5555555555555554,1,4.444444444444445,1,2.5555555555555554,1,,579,661,,,,
1084,202401,1,Fiction Writing,"An intensive study of the craft of fiction, designed for aspiring creative writers. Focus on the fundamentals of narrative technique and peer review. Formerly ENGL 245.",,LC 318 - Linsly-Chittenden Hall 318,W 1:30pm-3:20pm,"{""Wednesday"":[[""13:30"",""15:20"",""LC 318 - Linsly-Chittenden Hall 318"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],[],1.0,https://yale.instructure.com/courses/93758/assignments/syllabus,,,ACTIVE,,An Intermediate Level course in the Creative Writing Concentration. Application due November 1 at Noon. See https://english.yale.edu/undergraduate/courses/creative-writing-journalism-courses.,No regular final examination,False,False,False,2.7777777777777777,4.388888888888889,4.777777777777778,1,2.0,1,4.777777777777778,1,2.0,1,,580,662,,,,
1085,202401,1,Literary Production: Prose,"This course provides students with an in-depth look into contemporary literary production from all sides of the publishing process: writing, reading, and editing. Taught by current editors of The Yale Review, and housed at the Review’s offices, this course offers students invaluable hands-on experience at a state-of-the-art literary and cultural magazine. They’ll emerge from it equipped with a new set of skills, making them sharper readers, bolder creative writers, and better editors. Reading as an editor offers students a unique perspective on today’s literary landscape, deepens their understanding of style, form, and genre—and gives them practical skills involved in 21st-century publishing. Students are introduced to the concept of assigning pieces and thinking about what kind of magazine stories can add value to an ever-more fast-paced and reactive media landscape. They read fiction and nonfiction submissions from our queue and discuss which pieces might be worth publishing, and why. And they follow and work on drafts of pieces as they go through the process of editing, promotion, and publication. Along the way, they may also write and revise a creative piece of their own, becoming better writers by learning to read and think as editors.",,LC 103 - Linsly-Chittenden Hall 103,W 1:30pm-3:20pm,"{""Wednesday"":[[""13:30"",""15:20"",""LC 103 - Linsly-Chittenden Hall 103"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],[],1.0,https://yale.instructure.com/courses/93763/assignments/syllabus,,,ACTIVE,,,No regular final examination,False,False,False,1.0,4.125,4.125,1,3.125,1,4.125,1,3.125,1,,581,663,,,,
1086,202401,1,Writing from the Archive: Imagining the Real,"Where do the dry, who-what-which details set down on a census form meet the far messier and richer reality of the people whose names are scrawled there? And how might a writer bring that meeting about? What can a shoebox of doodle-filled letters tell us about the ways that friendship, art, war, sex, and politics struck a couple of New York novelists, c. 1941? How do we respond as writers and as a culture when faced with the lack of such inky particulars? Blending seminar and workshop, this class explores in an intensive, hands-on fashion multiple approaches to writing about archival materials—outside the realm of scholarship and theory. We dig into documents of all sorts as we also read essays, biographies, and other literary works that wrestle with the complex, sometimes slippery fact of the archive. Weekly prose experiments that draw from various Yale collections and beyond encourage students to see and respond to archival discoveries freshly and for themselves.",,HQ 123 - Humanities Quadrangle 123,Th 1:30pm-3:20pm,"{""Thursday"":[[""13:30"",""15:20"",""HQ 123 - Humanities Quadrangle 123"",""https:\/\/map.yale.edu\/?id=1910#!m\/563690""]]}","[""WR""]","[""Hu""]",1.0,https://yale.instructure.com/courses/94131/assignments/syllabus,,,ACTIVE,,,HTBA,False,False,False,0.5,4.375,4.375,1,3.875,1,4.375,1,3.875,1,,582,664,,,,
1087,202401,6,Styles of Acad & Prof Prose: CulturalCrit: StyleAsArgument,"A seminar and workshop in the conventions of good writing in a specific field. Each section focuses on one academic or professional kind of writing and explores its distinctive features through a variety of written and oral assignments, in which students both analyze and practice writing in the field. Section topics, which change yearly, are listed at the beginning of each term on the English departmental website. This course may be repeated for credit in a section that treats a different genre or style of writing; may not be repeated for credit toward the major. Formerly ENGL 121.","Prerequisite: ENGL 114, 115, 120, or another writing-intensive course at Yale.",LC 210 - Linsly-Chittenden Hall 210,TTh 11:35am-12:50pm,"{""Tuesday"":[[""11:35"",""12:50"",""LC 210 - Linsly-Chittenden Hall 210"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]],""Thursday"":[[""11:35"",""12:50"",""LC 210 - Linsly-Chittenden Hall 210"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}","[""WR""]",[],1.0,https://yale.instructure.com/courses/93797/assignments/syllabus,,,ACTIVE,,,No regular final examination,False,False,False,1.471428571428571,5.0,4.83,5,3.358571428571429,5,5.0,1,3.0833333333333335,1,,583,667,,,,
1088,202401,4,Styles of Acad & Prof Prose: Writing about Cities,"A seminar and workshop in the conventions of good writing in a specific field. Each section focuses on one academic or professional kind of writing and explores its distinctive features through a variety of written and oral assignments, in which students both analyze and practice writing in the field. Section topics, which change yearly, are listed at the beginning of each term on the English departmental website. This course may be repeated for credit in a section that treats a different genre or style of writing; may not be repeated for credit toward the major. Formerly ENGL 121.","Prerequisite: ENGL 114, 115, 120, or another writing-intensive course at Yale.",TBA,TTh 1-2:15p,"{""Tuesday"":[[""13:00"",""14:15"","""",""""]],""Thursday"":[[""13:00"",""14:15"","""",""""]]}","[""WR""]",[],1.0,https://yale.instructure.com/courses/93786/assignments/syllabus,,,CANCELLED,,,No regular final examination,False,False,False,1.471428571428571,,4.83,5,3.358571428571429,5,,0,,0,,583,665,,,,
1089,202401,3,Styles of Acad & Prof Prose: Writing about Clothes,"A seminar and workshop in the conventions of good writing in a specific field. Each section focuses on one academic or professional kind of writing and explores its distinctive features through a variety of written and oral assignments, in which students both analyze and practice writing in the field. Section topics, which change yearly, are listed at the beginning of each term on the English departmental website. This course may be repeated for credit in a section that treats a different genre or style of writing; may not be repeated for credit toward the major. Formerly ENGL 121.","Prerequisite: ENGL 114, 115, 120, or another writing-intensive course at Yale.",LC 203 - Linsly-Chittenden Hall 203,MW 2:30pm-3:45pm,"{""Monday"":[[""14:30"",""15:45"",""LC 203 - Linsly-Chittenden Hall 203"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]],""Wednesday"":[[""14:30"",""15:45"",""LC 203 - Linsly-Chittenden Hall 203"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}","[""WR""]",[],1.0,https://yale.instructure.com/courses/93779/assignments/syllabus,,,ACTIVE,,,No regular final examination,False,False,False,1.471428571428571,4.527777777777778,4.83,5,3.358571428571429,5,4.5,1,2.642857142857143,1,,583,666,,,,
1090,202401,1,Styles of Acad & Prof Prose: Writing about Legal Affairs,"A seminar and workshop in the conventions of good writing in a specific field. Each section focuses on one academic or professional kind of writing and explores its distinctive features through a variety of written and oral assignments, in which students both analyze and practice writing in the field. Section topics, which change yearly, are listed at the beginning of each term on the English departmental website. This course may be repeated for credit in a section that treats a different genre or style of writing; may not be repeated for credit toward the major. Formerly ENGL 121.","Prerequisite: ENGL 114, 115, 120, or another writing-intensive course at Yale.",LC 204 - Linsly-Chittenden Hall 204,TTh 1pm-2:15pm,"{""Tuesday"":[[""13:00"",""14:15"",""LC 204 - Linsly-Chittenden Hall 204"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]],""Thursday"":[[""13:00"",""14:15"",""LC 204 - Linsly-Chittenden Hall 204"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}","[""WR""]",[],1.0,https://yale.instructure.com/courses/93768/assignments/syllabus,,,ACTIVE,,,No regular final examination,False,False,False,1.471428571428571,4.75,4.83,5,3.358571428571429,5,4.75,1,4.166666666666667,1,,583,669,,,,
1091,202401,5,Styles of Acad & Prof Prose: Writing about Music,"A seminar and workshop in the conventions of good writing in a specific field. Each section focuses on one academic or professional kind of writing and explores its distinctive features through a variety of written and oral assignments, in which students both analyze and practice writing in the field. Section topics, which change yearly, are listed at the beginning of each term on the English departmental website. This course may be repeated for credit in a section that treats a different genre or style of writing; may not be repeated for credit toward the major. Formerly ENGL 121.","Prerequisite: ENGL 114, 115, 120, or another writing-intensive course at Yale.",LC 103 - Linsly-Chittenden Hall 103,TTh 2:30pm-3:45pm,"{""Tuesday"":[[""14:30"",""15:45"",""LC 103 - Linsly-Chittenden Hall 103"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]],""Thursday"":[[""14:30"",""15:45"",""LC 103 - Linsly-Chittenden Hall 103"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}","[""WR""]",[],1.0,https://yale.instructure.com/courses/93791/assignments/syllabus,,,ACTIVE,,,No regular final examination,False,False,False,1.471428571428571,4.9375,4.83,5,3.358571428571429,5,5.0,1,3.0,1,,583,670,,,,
1092,202401,2,Styles of Acad & Prof Prose: WritingMedicine&PublicHealth,"A seminar and workshop in the conventions of good writing in a specific field. Each section focuses on one academic or professional kind of writing and explores its distinctive features through a variety of written and oral assignments, in which students both analyze and practice writing in the field. Section topics, which change yearly, are listed at the beginning of each term on the English departmental website. This course may be repeated for credit in a section that treats a different genre or style of writing; may not be repeated for credit toward the major. Formerly ENGL 121.","Prerequisite: ENGL 114, 115, 120, or another writing-intensive course at Yale.",LC 206 - Linsly-Chittenden Hall 206,TTh 1pm-2:15pm,"{""Tuesday"":[[""13:00"",""14:15"",""LC 206 - Linsly-Chittenden Hall 206"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]],""Thursday"":[[""13:00"",""14:15"",""LC 206 - Linsly-Chittenden Hall 206"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}","[""WR""]",[],1.0,https://yale.instructure.com/courses/93774/assignments/syllabus,,,ACTIVE,,,No regular final examination,False,False,False,1.471428571428571,4.9,4.83,5,3.358571428571429,5,4.9,1,3.9,1,,583,668,,,,
1093,202401,1,Writing about the Performing Arts,"Introduction to journalistic reporting on performances as current events, with attention to writing in newspapers, magazines, and the blogosphere. The idea of the audience explored in relation to both a live act or screening and a piece of writing about such an event. Students attend screenings and live professional performances of plays, music concerts, and dance events. Formerly ENGL 244.",,LC 203 - Linsly-Chittenden Hall 203,TTh 11:35am-12:50pm,"{""Tuesday"":[[""11:35"",""12:50"",""LC 203 - Linsly-Chittenden Hall 203"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]],""Thursday"":[[""11:35"",""12:50"",""LC 203 - Linsly-Chittenden Hall 203"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}","[""WR""]","[""Hu""]",1.0,https://yale.instructure.com/courses/93802/assignments/syllabus,,,ACTIVE,,An Intermediate Level course in the Creative Writing Concentration.,No regular final examination,False,False,False,0.833333333333333,4.833333333333333,4.833333333333333,1,4.0,1,4.833333333333333,1,4.0,1,,584,671,,,,
1094,202401,1,Writing the Television Drama,"Crafting the television drama with a strong emphasis on creating and developing an original concept from premise to pilot; with consideration that the finest television dramas being created today aspire to literary quality. Students read original scripts of current and recent critically acclaimed series and create a series document which will include formal story and world descriptions, orchestrated character biographies, a detailed pilot outline, and two or more acts of an original series pilot. Formerly ENGL 248.",,LC 212 - Linsly-Chittenden Hall 212,W 3:30pm-5:20pm,"{""Wednesday"":[[""15:30"",""17:20"",""LC 212 - Linsly-Chittenden Hall 212"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],[],1.0,https://yale.instructure.com/courses/93808/assignments/syllabus,,,ACTIVE,,An Intermediate Level course in the Creative Writing Concentration.,No regular final examination,False,False,False,2.125,4.55,4.5,1,2.375,1,4.5,1,2.375,1,,585,672,,,,
1095,202401,1,Young Adult Writing,"A course on the craft of fiction writing for young adult readers. At the start of the semester, we read widely in the genre to identify the principles of craft at the sentence—and narrative—level, with the aim of creating a style that is original and a story narrative that is powerful. In the second half of the semester, students read and critique one another’s fiction. Open to writers of all levels and abilities. Formerly ENGL 259.",,LC 210 - Linsly-Chittenden Hall 210,T 1:30pm-3:20pm,"{""Tuesday"":[[""13:30"",""15:20"",""LC 210 - Linsly-Chittenden Hall 210"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],[],1.0,https://yale.instructure.com/courses/93813/assignments/syllabus,,,ACTIVE,,An Intermediate Level course in the Creative Writing Concentration. Application due November 1 at Noon. See https://english.yale.edu/undergraduate/courses/creative-writing-journalism-courses.,No regular final examination,False,False,False,1.5999999999999996,4.8,4.8,1,3.2,1,4.8,1,3.2,1,,586,673,,,,
1096,202401,1,Writing Humor,"Skills essential to humor writing, with an emphasis on texture, tone, character, and narrative. Students read the work of classmates and pieces by professional humor writers with the goal of generating an ever-expanding set of techniques for both reading humor and writing humorously. Formerly ENGL 255.",Recommended preparation: ENGL 120.,SML M104A - Sterling Memorial Library M104A,MW 11:35am-12:50pm,"{""Monday"":[[""11:35"",""12:50"",""SML M104A - Sterling Memorial Library M104A"",""https:\/\/map.yale.edu\/?id=1910#!m\/563698""]],""Wednesday"":[[""11:35"",""12:50"",""SML M104A - Sterling Memorial Library M104A"",""https:\/\/map.yale.edu\/?id=1910#!m\/563698""]]}","[""WR""]",[],1.0,https://yale.instructure.com/courses/93819/assignments/syllabus,,,ACTIVE,,An Intermediate Level course in the Creative Writing Concentration.,No regular final examination,False,False,False,0.35714285714285676,4.857142857142857,4.857142857142857,1,4.5,1,4.857142857142857,1,4.5,1,,587,674,,,,
1097,202401,1,Narrative Podcasts,"A seminar on the craft of narrative podcast creation. Each week we conduct an intensive review of one form or genre of podcast writing, using scripts and recordings of prestige audio dramas and narrative non-fiction series. We read and listen to serialized and procedural episodic shows to demonstrate the elements being studied and employ weekly writing exercises (both in class and by assignment) to hone our skills. Students learn how to craft character and dialogue, how to develop structure and plot, themes and motifs, plus series bibles, story areas, outlines, and scripts.",,LC 213 - Linsly-Chittenden Hall 213,W 1:30pm-3:20pm,"{""Wednesday"":[[""13:30"",""15:20"",""LC 213 - Linsly-Chittenden Hall 213"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],[],1.0,https://yale.instructure.com/courses/93824/assignments/syllabus,,,ACTIVE,,An Intermediate Level course in the Creative Writing Concentration.,No regular final examination,False,False,False,2.1111111111111107,4.277777777777778,4.555555555555555,1,2.4444444444444446,1,4.555555555555555,1,2.4444444444444446,1,,588,675,,,,
1098,202401,1,Writing Fiction from the Archives,"Working with university curators and librarians, students use Yale’s collections to generate material for their short stories. In weekly writing exercises, we consider how craft elements—setting, dialogue, descriptive detail, and characterization—can become vehicles for integrating this research into fiction. Close readings of contemporary research-based fiction supplement our conversations. We look at examples of historical fiction (Zadie Smith), fictional history (Catherine Lacey), autobiographical fiction (Nam Le), and speculative fiction (Celeste Ng), alongside the sources their authors drew from. While curiosity is the only prerequisite for this course, students are encouraged to come to class with a sense of the research subject they would like to focus on throughout the semester.",,LC 213 - Linsly-Chittenden Hall 213,Th 3:30pm-5:20pm,"{""Thursday"":[[""15:30"",""17:20"",""LC 213 - Linsly-Chittenden Hall 213"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],[],1.0,https://yale.instructure.com/courses/93830/assignments/syllabus,,,ACTIVE,,An Intermediate Level course in the Creative Writing Concentration.,No regular final examination,False,False,False,1.7999999999999998,4.5,4.5,1,2.7,1,4.5,1,2.7,1,,589,676,,,,
1099,202401,1,Speculative Fiction Workshop,"Perhaps no form of fiction responds to the surreality of our contemporary society more directly than speculative fiction. Whether it is by imagining a structure whose rooms are inhabited by a couple’s most intimate vulnerabilities (Carmen Maria Machado’s In The Dream House), a society where men bear children (Octavia Butler’s ""Bloodchild""), or one in which the memory of household items is policed by a shadowy entity (Yoko Ogawa’s Memory Police), speculative fiction tells the truth under uncanny circumstances. In this writing intensive course, we reimagine and employ fiction’s tools through a speculative lens to render a realistic experience. What is the difference between building an entirely fabricated world and placing one discreet supernatural element into an otherwise realistic story? How can we manipulate time on the page to most effectively express life’s most extraordinary experiences? Our focus is on peer review of student stories produced in tandem with craft lessons that address the concerns of the uncanny and speculative-based writing prompts. With space saved for character building, intentional information dispersal, and sound. We borrow tools from other genres (film, painting, poetry) to help us break the laws of physics in fiction and build a more inclusive space and lexicon for the study of speculative worlds.",,LC 318 - Linsly-Chittenden Hall 318,Th 1:30pm-3:20pm,"{""Thursday"":[[""13:30"",""15:20"",""LC 318 - Linsly-Chittenden Hall 318"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],[],1.0,https://yale.instructure.com/courses/93836/assignments/syllabus,,,ACTIVE,,An Intermediate Level course in the Creative Writing Concentration.,No regular final examination,False,False,False,1.625,4.388888888888889,4.0,1,2.375,1,4.0,1,2.375,1,,590,677,,,,
1100,202401,1,Daily Themes,"Writing of prose at the intermediate level. Daily assignments of c. 300 words, a weekly lecture, and a weekly tutorial.",Application open to all undergraduates. Counts as a nonfiction course in the writing concentration.,LC 101 - Linsly-Chittenden Hall 101 + 1,M 1:30pm-3:20pm + 1,"{""Monday"":[[""13:30"",""15:20"",""LC 101 - Linsly-Chittenden Hall 101"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}","[""WR""]",[],1.0,https://yale.instructure.com/courses/93842/assignments/syllabus,,,ACTIVE,,An Intermediate Level course in the Creative Writing Concentration. Application due November 1 at Noon. See https://english.yale.edu/undergraduate/courses/creative-writing-journalism-courses.,No regular final examination,False,False,False,0.2982601491300745,4.23943661971831,4.23943661971831,1,3.9411764705882355,1,4.23943661971831,1,3.9411764705882355,1,,591,678,,,,
1101,202401,1,Playwriting,"A seminar and workshop on reading for craft and writing for the stage. In addition to weekly prompts and exercises, readings include modern American and British plays by Pinter, Mamet, Churchill, Kushner, Nottage, Williams, Hansberry, Hwang, Vogel, and Wilder. Emphasis on play structure, character, and conflict.",,LC 206 - Linsly-Chittenden Hall 206,M 3:30pm-5:20pm,"{""Monday"":[[""15:30"",""17:20"",""LC 206 - Linsly-Chittenden Hall 206"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],[],1.0,https://yale.instructure.com/courses/95229/assignments/syllabus,,,ACTIVE,This course meets during the Reading Period: the week between the last week of classes and finals week. Meets Reading Period,,No regular final examination,False,False,False,2.125,4.875,4.875,1,2.75,1,4.875,1,2.75,1,,592,679,,,,
1102,202401,1,Writing about Oneself,"A seminar/workshop/lecture in first-person writing. Students explore a series of themes (e.g., family, love, loss, identity) both by writing about their own lives and by reading American and British memoirs, autobiographies, personal essays, and letters. An older work is often paired with a more recent one on the same theme.",,LC 212 - Linsly-Chittenden Hall 212 + 1,Th 2:30pm-5:30pm + 1,"{""Thursday"":[[""14:30"",""17:30"",""LC 212 - Linsly-Chittenden Hall 212"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}","[""WR""]","[""Hu""]",1.0,https://yale.instructure.com/courses/93848/assignments/syllabus,,,ACTIVE,,An Advanced Level course in the Creative Writing Concentration. Application due November 1 at Noon. See https://english.yale.edu/undergraduate/courses/creative-writing-journalism-courses.,No regular final examination,False,False,False,0.3636363636363633,4.909090909090909,4.909090909090909,1,4.545454545454546,1,4.909090909090909,1,4.545454545454546,1,,593,680,,,,
1103,202401,1,The Practice of Literary Translation,"This course combines a seminar on the history and theory of translation (Tuesdays) with a hands-on workshop (Thursdays). The readings lead us through a series of case studies comparing, on the one hand, multiple translations of given literary works and, on the other, classic statements about translation—by translators themselves and prominent theorists. We consider both poetry and prose from the Bible, selections from Chinese, Greek, and Latin verse, classical Arabic and Persian literature, prose by Cervantes, Borges, and others, and modern European poetry (including Pushkin, Baudelaire, and Rilke). Students are expected to prepare short class presentations, participate in a weekly workshop, try their hand at a series of translation exercises, and undertake an intensive, semester-long translation project. Proficiency in a foreign language is required.",,WLH 003 - William L. Harkness Hall 003,TTh 2:30pm-3:45pm,"{""Tuesday"":[[""14:30"",""15:45"",""WLH 003 - William L. Harkness Hall 003"",""https:\/\/map.yale.edu\/?id=1910#!m\/560127""]],""Thursday"":[[""14:30"",""15:45"",""WLH 003 - William L. Harkness Hall 003"",""https:\/\/map.yale.edu\/?id=1910#!m\/560127""]]}",[],"[""Hu""]",1.0,https://yale.instructure.com/courses/94199/assignments/syllabus,,,ACTIVE,,,No regular final examination,False,False,False,0.9090909090909092,4.818181818181818,5.0,1,4.090909090909091,1,5.0,1,4.090909090909091,1,,594,681,,,,
1104,202401,1,Advanced Poetry Writing,A seminar and workshop in the writing of verse.,May be repeated for credit with a different instructor.,LC 213 - Linsly-Chittenden Hall 213,T 3:30pm-5:20pm,"{""Tuesday"":[[""15:30"",""17:20"",""LC 213 - Linsly-Chittenden Hall 213"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],[],1.0,https://yale.instructure.com/courses/93852/assignments/syllabus,,,ACTIVE,This course meets during the Reading Period: the week between the last week of classes and finals week. Meets Reading Period,An Advanced Level course in the Creative Writing Concentration. Application due November 1 at Noon. See https://english.yale.edu/undergraduate/courses/creative-writing-journalism-courses.,No regular final examination,False,False,False,1.0535714285714284,3.975,3.625,1,2.5714285714285716,1,3.625,1,2.5714285714285716,1,,595,682,,,,
1105,202401,1,The Art and Craft of Television Drama,"This is an advanced seminar on the craft of dramatic television writing. Each week we’ll conduct an intensive review of one or two elements of craft, using scripts from the contemporary era of prestige drama. We’ll read full and partial scripts to demonstrate the element of craft being studied, and employ weekly writing exercises (both in-class and by assignment) to hone our skills on the particular elements under consideration.  Students learn how to develop character backstories, series bibles, story areas, and outlines. The final assignment for the class is the completion of a working draft of a full-length script for an original series pilot.","No previous study required, but ENGL 425 and at least one other intro-level creative writing course are highly recommended. Permission of instructor or an application is required for enrollment.",LC 213 - Linsly-Chittenden Hall 213,W 3:30pm-5:20pm,"{""Wednesday"":[[""15:30"",""17:20"",""LC 213 - Linsly-Chittenden Hall 213"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],[],1.0,https://yale.instructure.com/courses/93856/assignments/syllabus,,,ACTIVE,,An Advanced Level course in the Creative Writing Concentration. Application due November 1 at Noon. See https://english.yale.edu/undergraduate/courses/creative-writing-journalism-courses.,No regular final examination,False,False,False,1.2222222222222223,4.277777777777778,4.0,1,2.7777777777777777,1,4.0,1,2.7777777777777777,1,,596,683,,,,
1106,202401,1,Writing Screenplay Adaptations,"A workshop on the art of screenplay adaptation. Students read short stories, novels, and non-fiction; the screenplays based on that source material; and view and analyze the final product, the films themselves. Instruction focuses on the form, economy, and structure specific to screenwriting. Weekly writing exercises supplement the creation of a final project: a short screenplay based on source material of the student's choosing.","Previous experience in writing for film or stage would be advantageous but is not required. Restricted to juniors and seniors, or by permission of the instructor.",LC 212 - Linsly-Chittenden Hall 212 + 1,T 1:30pm-4:30pm + 1,"{""Tuesday"":[[""13:30"",""16:30"",""LC 212 - Linsly-Chittenden Hall 212"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],"[""Hu""]",1.0,https://yale.instructure.com/courses/93862/assignments/syllabus,,,ACTIVE,,An Advanced Level course in the Creative Writing Concentration. Application due November 1 at Noon. See https://english.yale.edu/undergraduate/courses/creative-writing-journalism-courses.,No regular final examination,False,False,False,0.625,3.875,3.875,1,3.25,1,3.875,1,3.25,1,,597,684,,,,
1107,202401,1,Breathing Poetry into the Archives,"This course explores the abundant relationship between poetry and the archives. The way our public and private imaginations become individual and collective history and memory. We will research and discuss ways memory, friendship, revolution, dreaming, and story are catalyzed in the archives, and how what is ""kept"" or gathered here helps to build a lexicon that becomes both a history and a future of language and poetics.  Students develop their own topics of inheritance and history as we create prompts and pathways toward new poems that put them in dialogue with writers who have shaped our current poetic landscapes. Along the way we will create foundational questions that will guide both our poetry and our unfolding relationship to the archives.",The instructor welcomes applications from students with a wide range of experience in poetry.,LC 213 - Linsly-Chittenden Hall 213,M 1:30pm-3:20pm,"{""Monday"":[[""13:30"",""15:20"",""LC 213 - Linsly-Chittenden Hall 213"",""https:\/\/map.yale.edu\/?id=1910#!m\/560111""]]}",[],"[""Hu""]",1.0,,,,ACTIVE,,An Advanced Level course in the Creative Writing Concentration. Application due November 1 at Noon. See https://english.yale.edu/undergraduate/courses/creative-writing-journalism-courses.,No regular final examination,False,False,False,2.0833333333333335,4.666666666666667,4.666666666666667,1,2.5833333333333335,1,4.666666666666667,1,2.5833333333333335,1,,598,685,,,,
